,panel_name,image_name,lebel,time,LUX,TEMP (Celcius),power
458,c-3-20-3,c-3-20-3.jpg,c,3,1288,28,28.416
459,c-3-20-4,c-3-20-4.jpg,c,3,1288,28,28.416
460,c-3-21-1,c-3-21-1.jpg,c,3,1310,28,29.1927
461,c-3-21-2,c-3-21-2.jpg,c,3,1310,28,29.1927
462,c-3-21-3,c-3-21-3.jpg,c,3,1310,28,29.1927
463,c-3-21-4,c-3-21-4.jpg,c,3,1310,28,29.1927
464,c-3-26-1,c-3-26-1.jpg,c,3,1435,27.7,31.5
465,c-3-26-2,c-3-26-2.jpg,c,3,1435,27.7,31.5
466,c-3-26-3,c-3-26-3.jpg,c,3,1435,27.7,31.5
467,c-3-26-4,c-3-26-4.jpg,c,3,1435,27.7,31.5
468,c-3-27-1,c-3-27-1.jpg,c,3,1389,27.7,31.892
469,c-3-27-2,c-3-27-2.jpg,c,3,1389,27.7,31.892
470,c-3-27-3,c-3-27-3.jpg,c,3,1389,27.7,31.892
471,c-3-27-4,c-3-27-4.jpg,c,3,1389,27.7,31.892
472,c-3-28-1,c-3-28-1.jpg,c,3,1453,27.6,30.5102
473,c-3-28-2,c-3-28-2.jpg,c,3,1453,27.6,30.5102
474,c-3-28-3,c-3-28-3.jpg,c,3,1453,27.6,30.5102
475,c-3-28-4,c-3-28-4.jpg,c,3,1453,27.6,30.5102
476,c-3-29-1,c-3-29-1.jpg,c,3,1411,27.5,31.552
477,c-3-29-2,c-3-29-2.jpg,c,3,1411,27.5,31.552
478,c-3-29-3,c-3-29-3.jpg,c,3,1411,27.5,31.552
479,c-3-29-4,c-3-29-4.jpg,c,3,1411,27.5,31.552
480,c-3-30-1,c-3-30-1.jpg,c,3,1457,27.6,31.7016
481,c-3-30-2,c-3-30-2.jpg,c,3,1457,27.6,31.7016
482,c-3-30-3,c-3-30-3.jpg,c,3,1457,27.6,31.7016
483,c-3-30-4,c-3-30-4.jpg,c,3,1457,27.6,31.7016
484,c-3-31-1,c-3-31-1.jpg,c,3,1400,27.7,30.394
485,c-3-31-2,c-3-31-2.jpg,c,3,1400,27.7,30.394
486,c-3-31-3,c-3-31-3.jpg,c,3,1400,27.7,30.394
487,c-3-31-4,c-3-31-4.jpg,c,3,1400,27.7,30.394
488,c-3-32-1,c-3-32-1.jpg,c,3,1335,27.7,25.7409
489,c-3-32-2,c-3-32-2.jpg,c,3,1335,27.7,25.7409
490,c-3-32-3,c-3-32-3.jpg,c,3,1335,27.7,25.7409
491,c-3-32-4,c-3-32-4.jpg,c,3,1335,27.7,25.7409
492,c-3-33-1,c-3-33-1.jpg,c,3,1410,27.7,26.634
493,c-3-33-2,c-3-33-2.jpg,c,3,1410,27.7,26.634
494,c-3-33-3,c-3-33-3.jpg,c,3,1410,27.7,26.634
495,c-3-33-4,c-3-33-4.jpg,c,3,1410,27.7,26.634
496,c-3-34-1,c-3-34-1.jpg,c,3,1350,27.7,32.3036
497,c-3-34-2,c-3-34-2.jpg,c,3,1350,27.7,32.3036
498,c-3-34-3,c-3-34-3.jpg,c,3,1350,27.7,32.3036
499,c-3-34-4,c-3-34-4.jpg,c,3,1350,27.7,32.3036
500,c-3-35-1,c-3-35-1.jpg,c,3,1368,27.7,30.6636
501,c-3-35-2,c-3-35-2.jpg,c,3,1368,27.7,30.6636
502,c-3-35-3,c-3-35-3.jpg,c,3,1368,27.7,30.6636
503,c-3-35-4,c-3-35-4.jpg,c,3,1368,27.7,30.6636
504,s-1-3-1,s-1-3-1.jpg,s,1,1200,21.8,60.032
505,s-1-3-2,s-1-3-2.jpg,s,1,1200,21.8,60.032
506,s-1-3-3,s-1-3-3.jpg,s,1,1200,21.8,60.032
507,s-1-3-4,s-1-3-4.jpg,s,1,1200,21.8,60.032
508,s-1-4-1,s-1-4-1.jpg,s,1,1268,21.6,57.5652
509,s-1-4-2,s-1-4-2.jpg,s,1,1268,21.6,57.5652
510,s-1-4-3,s-1-4-3.jpg,s,1,1268,21.6,57.5652
511,s-1-4-4,s-1-4-4.jpg,s,1,1268,21.6,57.5652
512,s-1-5-1,s-1-5-1.jpg,s,1,1176,21.8,45.7026
513,s-1-5-2,s-1-5-2.jpg,s,1,1176,21.8,45.7026
514,s-1-5-3,s-1-5-3.jpg,s,1,1176,21.8,45.7026
515,s-1-5-4,s-1-5-4.jpg,s,1,1176,21.8,45.7026
516,s-1-6-1,s-1-6-1.jpg,s,1,1101,21.9,50.0808
517,s-1-6-2,s-1-6-2.jpg,s,1,1101,21.9,50.0808
518,s-1-6-3,s-1-6-3.jpg,s,1,1101,21.9,50.0808
519,s-1-6-4,s-1-6-4.jpg,s,1,1101,21.9,50.0808
520,s-1-7-1,s-1-7-1.jpg,s,1,1054,22,43.3422
521,s-1-7-2,s-1-7-2.jpg,s,1,1054,22,43.3422
522,s-1-7-3,s-1-7-3.jpg,s,1,1054,22,43.3422
523,s-1-7-4,s-1-7-4.jpg,s,1,1054,22,43.3422
524,s-1-9-1,s-1-9-1.jpg,s,1,1089,22,51.5403
525,s-1-9-2,s-1-9-2.jpg,s,1,1089,22,51.5403
526,s-1-9-3,s-1-9-3.jpg,s,1,1089,22,51.5403
527,s-1-9-4,s-1-9-4.jpg,s,1,1089,22,51.5403
528,s-1-11-1,s-1-11-1.jpg,s,1,1143,22.5,49.8576
529,s-1-11-2,s-1-11-2.jpg,s,1,1143,22.5,49.8576
530,s-1-11-3,s-1-11-3.jpg,s,1,1143,22.5,49.8576
531,s-1-11-4,s-1-11-4.jpg,s,1,1143,22.5,49.8576
532,s-1-12-1,s-1-12-1.jpg,s,1,1109,22.4,43.0542
533,s-1-12-2,s-1-12-2.jpg,s,1,1109,22.4,43.0542
534,s-1-12-3,s-1-12-3.jpg,s,1,1109,22.4,43.0542
535,s-1-12-4,s-1-12-4.jpg,s,1,1109,22.4,43.0542
536,s-1-16-1,s-1-16-1.jpg,s,1,1150,22.6,58.9815
537,s-1-16-2,s-1-16-2.jpg,s,1,1150,22.6,58.9815
538,s-1-16-3,s-1-16-3.jpg,s,1,1150,22.6,58.9815
539,s-1-16-4,s-1-16-4.jpg,s,1,1150,22.6,58.9815
540,s-1-20-1,s-1-20-1.jpg,s,1,1190,22.6,66.4989
541,s-1-20-2,s-1-20-2.jpg,s,1,1190,22.6,66.4989
542,s-1-20-3,s-1-20-3.jpg,s,1,1190,22.6,66.4989
543,s-1-20-4,s-1-20-4.jpg,s,1,1190,22.6,66.4989
544,s-1-21-1,s-1-21-1.jpg,s,1,1265,22.5,62.381
545,s-1-21-2,s-1-21-2.jpg,s,1,1265,22.5,62.381
546,s-1-21-3,s-1-21-3.jpg,s,1,1265,22.5,62.381
547,s-1-21-4,s-1-21-4.jpg,s,1,1265,22.5,62.381
548,s-1-26-1,s-1-26-1.jpg,s,1,1301,22.7,63.5495
549,s-1-26-2,s-1-26-2.jpg,s,1,1301,22.7,63.5495
550,s-1-26-3,s-1-26-3.jpg,s,1,1301,22.7,63.5495
551,s-1-26-4,s-1-26-4.jpg,s,1,1301,22.7,63.5495
552,s-1-27-1,s-1-27-1.jpg,s,1,1300,23,46.002
553,s-1-27-2,s-1-27-2.jpg,s,1,1300,23,46.002
554,s-1-27-3,s-1-27-3.jpg,s,1,1300,23,46.002
555,s-1-27-4,s-1-27-4.jpg,s,1,1300,23,46.002
556,s-1-28-1,s-1-28-1.jpg,s,1,1399,23.1,66.757
557,s-1-28-2,s-1-28-2.jpg,s,1,1399,23.1,66.757
558,s-1-28-3,s-1-28-3.jpg,s,1,1399,23.1,66.757
559,s-1-28-4,s-1-28-4.jpg,s,1,1399,23.1,66.757
560,s-1-29-1,s-1-29-1.jpg,s,1,1374,23.1,70.9836
561,s-1-29-2,s-1-29-2.jpg,s,1,1374,23.1,70.9836
562,s-1-29-3,s-1-29-3.jpg,s,1,1374,23.1,70.9836
563,s-1-29-4,s-1-29-4.jpg,s,1,1374,23.1,70.9836
564,s-1-30-1,s-1-30-1.jpg,s,1,1405,23.4,48.1312
565,s-1-30-2,s-1-30-2.jpg,s,1,1405,23.4,48.1312
566,s-1-30-3,s-1-30-3.jpg,s,1,1405,23.4,48.1312
567,s-1-30-4,s-1-30-4.jpg,s,1,1405,23.4,48.1312
568,s-1-31-1,s-1-31-1.jpg,s,1,1488,34.5,65.2896
569,s-1-31-2,s-1-31-2.jpg,s,1,1488,34.5,65.2896
570,s-1-31-3,s-1-31-3.jpg,s,1,1488,34.5,65.2896
571,s-1-31-4,s-1-31-4.jpg,s,1,1488,34.5,65.2896
572,s-1-32-1,s-1-32-1.jpg,s,1,1323,23.4,43.6373
573,s-1-32-2,s-1-32-2.jpg,s,1,1323,23.4,43.6373
574,s-1-32-3,s-1-32-3.jpg,s,1,1323,23.4,43.6373
575,s-1-32-4,s-1-32-4.jpg,s,1,1323,23.4,43.6373
576,s-1-33-1,s-1-33-1.jpg,s,1,1345,23.6,66.7966
577,s-1-33-2,s-1-33-2.jpg,s,1,1345,23.6,66.7966
578,s-1-33-3,s-1-33-3.jpg,s,1,1345,23.6,66.7966
579,s-1-33-4,s-1-33-4.jpg,s,1,1345,23.6,66.7966
580,s-1-34-1,s-1-34-1.jpg,s,1,1333,23.6,66.0528
581,s-1-34-2,s-1-34-2.jpg,s,1,1333,23.6,66.0528
582,s-1-34-3,s-1-34-3.jpg,s,1,1333,23.6,66.0528
583,s-1-34-4,s-1-34-4.jpg,s,1,1333,23.6,66.0528
584,s-1-35-1,s-1-35-1.jpg,s,1,1346,23.5,53.6028
585,s-1-35-2,s-1-35-2.jpg,s,1,1346,23.5,53.6028
586,s-1-35-3,s-1-35-3.jpg,s,1,1346,23.5,53.6028
587,s-1-35-4,s-1-35-4.jpg,s,1,1346,23.5,53.6028
588,s-2-3-1,s-2-3-1.jpg,s,2,1350,32,27.5
589,s-2-3-2,s-2-3-2.jpg,s,2,1350,32,27.5
590,s-2-3-3,s-2-3-3.jpg,s,2,1350,32,27.5
591,s-2-3-4,s-2-3-4.jpg,s,2,1350,32,27.5
592,s-2-4-1,s-2-4-1.jpg,s,2,1400,32.1,28.5348
593,s-2-4-2,s-2-4-2.jpg,s,2,1400,32.1,28.5348
594,s-2-4-3,s-2-4-3.jpg,s,2,1400,32.1,28.5348
595,s-2-4-4,s-2-4-4.jpg,s,2,1400,32.1,28.5348
596,s-2-5-1,s-2-5-1.jpg,s,2,1378,32.2,25.9718
597,s-2-5-2,s-2-5-2.jpg,s,2,1378,32.2,25.9718
598,s-2-5-3,s-2-5-3.jpg,s,2,1378,32.2,25.9718
599,s-2-5-4,s-2-5-4.jpg,s,2,1378,32.2,25.9718
600,s-2-6-1,s-2-6-1.jpg,s,2,1420,32.2,35.1936
601,s-2-6-2,s-2-6-2.jpg,s,2,1420,32.2,35.1936
602,s-2-6-3,s-2-6-3.jpg,s,2,1420,32.2,35.1936
603,s-2-6-4,s-2-6-4.jpg,s,2,1420,32.2,35.1936
604,s-2-7-1,s-2-7-1.jpg,s,2,1398,31.2,32.3136
605,s-2-7-2,s-2-7-2.jpg,s,2,1398,31.2,32.3136
606,s-2-7-3,s-2-7-3.jpg,s,2,1398,31.2,32.3136
607,s-2-7-4,s-2-7-4.jpg,s,2,1398,31.2,32.3136
608,s-2-9-1,s-2-9-1.jpg,s,2,1456,32.3,33.7783
609,s-2-9-2,s-2-9-2.jpg,s,2,1456,32.3,33.7783
610,s-2-9-3,s-2-9-3.jpg,s,2,1456,32.3,33.7783
611,s-2-9-4,s-2-9-4.jpg,s,2,1456,32.3,33.7783
612,s-2-11-1,s-2-11-1.jpg,s,2,1534,32.3,35.8488
613,s-2-11-2,s-2-11-2.jpg,s,2,1534,32.3,35.8488
614,s-2-11-3,s-2-11-3.jpg,s,2,1534,32.3,35.8488
615,s-2-11-4,s-2-11-4.jpg,s,2,1534,32.3,35.8488
616,s-2-12-1,s-2-12-1.jpg,s,2,1500,32,25.0208
617,s-2-12-2,s-2-12-2.jpg,s,2,1500,32,25.0208
618,s-2-12-3,s-2-12-3.jpg,s,2,1500,32,25.0208
619,s-2-12-4,s-2-12-4.jpg,s,2,1500,32,25.0208
620,s-2-16-1,s-2-16-1.jpg,s,2,1632,32.9,40.9756
621,s-2-16-2,s-2-16-2.jpg,s,2,1632,32.9,40.9756
622,s-2-16-3,s-2-16-3.jpg,s,2,1632,32.9,40.9756
623,s-2-16-4,s-2-16-4.jpg,s,2,1632,32.9,40.9756
624,s-2-20-1,s-2-20-1.jpg,s,2,1569,32.4,38.1634
625,s-2-20-2,s-2-20-2.jpg,s,2,1569,32.4,38.1634
626,s-2-20-3,s-2-20-3.jpg,s,2,1569,32.4,38.1634
627,s-2-20-4,s-2-20-4.jpg,s,2,1569,32.4,38.1634
628,s-2-21-1,s-2-21-1.jpg,s,2,1698,32.8,43.1222
629,s-2-21-2,s-2-21-2.jpg,s,2,1698,32.8,43.1222
630,s-2-21-3,s-2-21-3.jpg,s,2,1698,32.8,43.1222
631,s-2-21-4,s-2-21-4.jpg,s,2,1698,32.8,43.1222
672,s-3-3-1,s-3-3-1.jpg,s,3,1475,30.2,20.6894
673,s-3-3-2,s-3-3-2.jpg,s,3,1475,30.2,20.6894
674,s-3-3-3,s-3-3-3.jpg,s,3,1475,30.2,20.6894
675,s-3-3-4,s-3-3-4.jpg,s,3,1475,30.2,20.6894
676,s-3-4-1,s-3-4-1.jpg,s,3,1463,30.3,20.111
677,s-3-4-2,s-3-4-2.jpg,s,3,1463,30.3,20.111
679,s-3-4-4,s-3-4-4.jpg,s,3,1463,30.3,20.111
680,s-3-5-1,s-3-5-1.jpg,s,3,1514,30,20.6553
681,s-3-5-2,s-3-5-2.jpg,s,3,1514,30,20.6553
682,s-3-5-3,s-3-5-3.jpg,s,3,1514,30,20.6553
683,s-3-5-4,s-3-5-4.jpg,s,3,1514,30,20.6553
684,s-3-6-1,s-3-6-1.jpg,s,3,1450,30,21.052
685,s-3-6-2,s-3-6-2.jpg,s,3,1450,30,21.052
686,s-3-6-3,s-3-6-3.jpg,s,3,1450,30,21.052
687,s-3-6-4,s-3-6-4.jpg,s,3,1450,30,21.052
688,s-3-7-1,s-3-7-1.jpg,s,3,1495,31.2,19.998
689,s-3-7-2,s-3-7-2.jpg,s,3,1495,31.2,19.998
690,s-3-7-3,s-3-7-3.jpg,s,3,1495,31.2,19.998
691,s-3-7-4,s-3-7-4.jpg,s,3,1495,31.2,19.998
692,s-3-9-1,s-3-9-1.jpg,s,3,1460,30.1,19.7669
693,s-3-9-2,s-3-9-2.jpg,s,3,1460,30.1,19.7669
694,s-3-9-3,s-3-9-3.jpg,s,3,1460,30.1,19.7669
695,s-3-9-4,s-3-9-4.jpg,s,3,1460,30.1,19.7669
696,s-3-11-1,s-3-11-1.jpg,s,3,1398,30,18.26
697,s-3-11-2,s-3-11-2.jpg,s,3,1398,30,18.26
698,s-3-11-3,s-3-11-3.jpg,s,3,1398,30,18.26
699,s-3-11-4,s-3-11-4.jpg,s,3,1398,30,18.26
700,s-3-12-1,s-3-12-1.jpg,s,3,1380,29,19.624
701,s-3-12-2,s-3-12-2.jpg,s,3,1380,29,19.624
702,s-3-12-3,s-3-12-3.jpg,s,3,1380,29,19.624
703,s-3-12-4,s-3-12-4.jpg,s,3,1380,29,19.624
704,s-3-16-1,s-3-16-1.jpg,s,3,1340,28,18.04
705,s-3-16-2,s-3-16-2.jpg,s,3,1340,28,18.04
706,s-3-16-3,s-3-16-3.jpg,s,3,1340,28,18.04
707,s-3-16-4,s-3-16-4.jpg,s,3,1340,28,18.04
708,s-3-20-1,s-3-20-1.jpg,s,3,1365,28,17.8605
709,s-3-20-2,s-3-20-2.jpg,s,3,1365,28,17.8605
710,s-3-20-3,s-3-20-3.jpg,s,3,1365,28,17.8605
711,s-3-20-4,s-3-20-4.jpg,s,3,1365,28,17.8605
712,s-3-21-1,s-3-21-1.jpg,s,3,1290,28.2,18.3264
713,s-3-21-2,s-3-21-2.jpg,s,3,1290,28.2,18.3264
714,s-3-21-3,s-3-21-3.jpg,s,3,1290,28.2,18.3264
715,s-3-21-4,s-3-21-4.jpg,s,3,1290,28.2,18.3264
756,w-1-3-1,w-1-3-1.jpg,w,1,2750,28,27.612
757,w-1-3-2,w-1-3-2.jpg,w,1,2750,28,27.612
758,w-1-3-3,w-1-3-3.jpg,w,1,2750,28,27.612
759,w-1-3-4,w-1-3-4.jpg,w,1,2750,28,27.612
760,w-1-4-1,w-1-4-1.jpg,w,1,2765,28.1,28.06
761,w-1-4-2,w-1-4-2.jpg,w,1,2765,28.1,28.06
762,w-1-4-3,w-1-4-3.jpg,w,1,2765,28.1,28.06
763,w-1-4-4,w-1-4-4.jpg,w,1,2765,28.1,28.06
764,w-1-5-1,w-1-5-1.jpg,w,1,2790,28.2,30.03
765,w-1-5-2,w-1-5-2.jpg,w,1,2790,28.2,30.03
766,w-1-5-3,w-1-5-3.jpg,w,1,2790,28.2,30.03
767,w-1-5-4,w-1-5-4.jpg,w,1,2790,28.2,30.03
768,w-1-6-1,w-1-6-1.jpg,w,1,2800,29,32.2897
769,w-1-6-2,w-1-6-2.jpg,w,1,2800,29,32.2897
770,w-1-6-3,w-1-6-3.jpg,w,1,2800,29,32.2897
771,w-1-6-4,w-1-6-4.jpg,w,1,2800,29,32.2897
772,w-1-7-1,w-1-7-1.jpg,w,1,2850,29,30.9358
773,w-1-7-2,w-1-7-2.jpg,w,1,2850,29,30.9358
774,w-1-7-3,w-1-7-3.jpg,w,1,2850,29,30.9358
775,w-1-7-4,w-1-7-4.jpg,w,1,2850,29,30.9358
776,w-1-9-1,w-1-9-1.jpg,w,1,2800,29.2,30.29
777,w-1-9-2,w-1-9-2.jpg,w,1,2800,29.2,30.29
778,w-1-9-3,w-1-9-3.jpg,w,1,2800,29.2,30.29
779,w-1-9-4,w-1-9-4.jpg,w,1,2800,29.2,30.29
780,w-1-11-1,w-1-11-1.jpg,w,1,2795,29,31.482
781,w-1-11-2,w-1-11-2.jpg,w,1,2795,29,31.482
782,w-1-11-3,w-1-11-3.jpg,w,1,2795,29,31.482
783,w-1-11-4,w-1-11-4.jpg,w,1,2795,29,31.482
784,w-1-12-1,w-1-12-1.jpg,w,1,2890,29.4,32.058
785,w-1-12-2,w-1-12-2.jpg,w,1,2890,29.4,32.058
786,w-1-12-3,w-1-12-3.jpg,w,1,2890,29.4,32.058
787,w-1-12-4,w-1-12-4.jpg,w,1,2890,29.4,32.058
788,w-1-16-1,w-1-16-1.jpg,w,1,2900,29.5,32.3058
789,w-1-16-2,w-1-16-2.jpg,w,1,2900,29.5,32.3058
790,w-1-16-3,w-1-16-3.jpg,w,1,2900,29.5,32.3058
791,w-1-16-4,w-1-16-4.jpg,w,1,2900,29.5,32.3058
792,w-1-20-1,w-1-20-1.jpg,w,1,2900,29.5,31.1148
793,w-1-20-2,w-1-20-2.jpg,w,1,2900,29.5,31.1148
794,w-1-20-3,w-1-20-3.jpg,w,1,2900,29.5,31.1148
795,w-1-20-4,w-1-20-4.jpg,w,1,2900,29.5,31.1148
796,w-1-21-1,w-1-21-1.jpg,w,1,2950,29.6,32.1265
797,w-1-21-2,w-1-21-2.jpg,w,1,2950,29.6,32.1265
798,w-1-21-3,w-1-21-3.jpg,w,1,2950,29.6,32.1265
799,w-1-21-4,w-1-21-4.jpg,w,1,2950,29.6,32.1265
800,w-1-26-1,w-1-26-1.jpg,w,1,2975,29.8,32.7543
801,w-1-26-2,w-1-26-2.jpg,w,1,2975,29.8,32.7543
802,w-1-26-3,w-1-26-3.jpg,w,1,2975,29.8,32.7543
803,w-1-26-4,w-1-26-4.jpg,w,1,2975,29.8,32.7543
804,w-1-27-1,w-1-27-1.jpg,w,1,2990,29.8,36.8793
805,w-1-27-2,w-1-27-2.jpg,w,1,2990,29.8,36.8793
806,w-1-27-3,w-1-27-3.jpg,w,1,2990,29.8,36.8793
807,w-1-27-4,w-1-27-4.jpg,w,1,2990,29.8,36.8793
808,w-1-28-1,w-1-28-1.jpg,w,1,3012,29.9,35.5001
809,w-1-28-2,w-1-28-2.jpg,w,1,3012,29.9,35.5001
810,w-1-28-3,w-1-28-3.jpg,w,1,3012,29.9,35.5001
811,w-1-28-4,w-1-28-4.jpg,w,1,3012,29.9,35.5001
812,w-1-29-1,w-1-29-1.jpg,w,1,3030,29,37.76
813,w-1-29-2,w-1-29-2.jpg,w,1,3030,29,37.76
814,w-1-29-3,w-1-29-3.jpg,w,1,3030,29,37.76
815,w-1-29-4,w-1-29-4.jpg,w,1,3030,29,37.76
816,w-1-30-1,w-1-30-1.jpg,w,1,3080,29.5,37.2406
817,w-1-30-2,w-1-30-2.jpg,w,1,3080,29.5,37.2406
818,w-1-30-3,w-1-30-3.jpg,w,1,3080,29.5,37.2406
819,w-1-30-4,w-1-30-4.jpg,w,1,3080,29.5,37.2406
820,w-1-31-1,w-1-31-1.jpg,w,1,3111,29.5,33.4311
821,w-1-31-2,w-1-31-2.jpg,w,1,3111,29.5,33.4311
822,w-1-31-3,w-1-31-3.jpg,w,1,3111,29.5,33.4311
823,w-1-31-4,w-1-31-4.jpg,w,1,3111,29.5,33.4311
824,w-1-32-1,w-1-32-1.jpg,w,1,3120,29.6,37.168
825,w-1-32-2,w-1-32-2.jpg,w,1,3120,29.6,37.168
826,w-1-32-3,w-1-32-3.jpg,w,1,3120,29.6,37.168
827,w-1-32-4,w-1-32-4.jpg,w,1,3120,29.6,37.168
828,w-1-33-1,w-1-33-1.jpg,w,1,3170,29.6,33.6193
829,w-1-33-2,w-1-33-2.jpg,w,1,3170,29.6,33.6193
830,w-1-33-3,w-1-33-3.jpg,w,1,3170,29.6,33.6193
831,w-1-33-4,w-1-33-4.jpg,w,1,3170,29.6,33.6193
832,w-1-34-1,w-1-34-1.jpg,w,1,3190,29.5,33.988
833,w-1-34-2,w-1-34-2.jpg,w,1,3190,29.5,33.988
834,w-1-34-3,w-1-34-3.jpg,w,1,3190,29.5,33.988
835,w-1-34-4,w-1-34-4.jpg,w,1,3190,29.5,33.988
836,w-1-35-1,w-1-35-1.jpg,w,1,3190,29.5,33.988
837,w-1-35-2,w-1-35-2.jpg,w,1,3190,29.5,33.988
838,w-1-35-3,w-1-35-3.jpg,w,1,3190,29.5,33.988
839,w-1-35-4,w-1-35-4.jpg,w,1,3190,29.5,33.988
924,w-3-3-1,w-3-3-1.jpg,w,3,2650,27,36.288
925,w-3-3-2,w-3-3-2.jpg,w,3,2650,27,36.288
926,w-3-3-3,w-3-3-3.jpg,w,3,2650,27,36.288
927,w-3-3-4,w-3-3-4.jpg,w,3,2650,27,36.288
928,w-3-4-1,w-3-4-1.jpg,w,3,2670,27.8,36.9032
929,w-3-4-2,w-3-4-2.jpg,w,3,2670,27.8,36.9032
930,w-3-4-3,w-3-4-3.jpg,w,3,2670,27.8,36.9032
931,w-3-4-4,w-3-4-4.jpg,w,3,2670,27.8,36.9032
932,w-3-5-1,w-3-5-1.jpg,w,3,2550,27.8,36.7902
933,w-3-5-2,w-3-5-2.jpg,w,3,2550,27.8,36.7902
934,w-3-5-3,w-3-5-3.jpg,w,3,2550,27.8,36.7902
935,w-3-5-4,w-3-5-4.jpg,w,3,2550,27.8,36.7902
936,w-3-6-1,w-3-6-1.jpg,w,3,2500,27.6,36.272
937,w-3-6-2,w-3-6-2.jpg,w,3,2500,27.6,36.272
938,w-3-6-3,w-3-6-3.jpg,w,3,2500,27.6,36.272
939,w-3-6-4,w-3-6-4.jpg,w,3,2500,27.6,36.272
940,w-3-7-1,w-3-7-1.jpg,w,3,2589,27.6,38.8854
941,w-3-7-2,w-3-7-2.jpg,w,3,2589,27.6,38.8854
942,w-3-7-3,w-3-7-3.jpg,w,3,2589,27.6,38.8854
943,w-3-7-4,w-3-7-4.jpg,w,3,2589,27.6,38.8854
944,w-3-9-1,w-3-9-1.jpg,w,3,2598,27.7,40.454
945,w-3-9-2,w-3-9-2.jpg,w,3,2598,27.7,40.454
946,w-3-9-3,w-3-9-3.jpg,w,3,2598,27.7,40.454
947,w-3-9-4,w-3-9-4.jpg,w,3,2598,27.7,40.454
948,w-3-11-1,w-3-11-1.jpg,w,3,2600,27.9,36.336
949,w-3-11-2,w-3-11-2.jpg,w,3,2600,27.9,36.336
950,w-3-11-3,w-3-11-3.jpg,w,3,2600,27.9,36.336
951,w-3-11-4,w-3-11-4.jpg,w,3,2600,27.9,36.336
952,w-3-12-1,w-3-12-1.jpg,w,3,2601,27.9,40.8299
953,w-3-12-2,w-3-12-2.jpg,w,3,2601,27.9,40.8299
954,w-3-12-3,w-3-12-3.jpg,w,3,2601,27.9,40.8299
955,w-3-12-4,w-3-12-4.jpg,w,3,2601,27.9,40.8299
956,w-3-16-1,w-3-16-1.jpg,w,3,2589,27.5,37.6035
957,w-3-16-2,w-3-16-2.jpg,w,3,2589,27.5,37.6035
958,w-3-16-3,w-3-16-3.jpg,w,3,2589,27.5,37.6035
959,w-3-16-4,w-3-16-4.jpg,w,3,2589,27.5,37.6035
960,w-3-20-1,w-3-20-1.jpg,w,3,2578,27.6,38.3292
961,w-3-20-2,w-3-20-2.jpg,w,3,2578,27.6,38.3292
962,w-3-20-3,w-3-20-3.jpg,w,3,2578,27.6,38.3292
963,w-3-20-4,w-3-20-4.jpg,w,3,2578,27.6,38.3292
964,w-3-21-1,w-3-21-1.jpg,w,3,2604,27.4,42.845
965,w-3-21-2,w-3-21-2.jpg,w,3,2604,27.4,42.845
966,w-3-21-3,w-3-21-3.jpg,w,3,2604,27.4,42.845
967,w-3-21-4,w-3-21-4.jpg,w,3,2604,27.4,42.845
968,w-3-26-1,w-3-26-1.jpg,w,3,2630,27.6,41.514
969,w-3-26-2,w-3-26-2.jpg,w,3,2630,27.6,41.514
970,w-3-26-3,w-3-26-3.jpg,w,3,2630,27.6,41.514
971,w-3-26-4,w-3-26-4.jpg,w,3,2630,27.6,41.514
972,w-3-27-1,w-3-27-1.jpg,w,3,2654,27.7,40.5983
973,w-3-27-2,w-3-27-2.jpg,w,3,2654,27.7,40.5983
974,w-3-27-3,w-3-27-3.jpg,w,3,2654,27.7,40.5983
975,w-3-27-4,w-3-27-4.jpg,w,3,2654,27.7,40.5983
976,w-3-28-1,w-3-28-1.jpg,w,3,2630,27.6,40.0423
977,w-3-28-2,w-3-28-2.jpg,w,3,2630,27.6,40.0423
978,w-3-28-3,w-3-28-3.jpg,w,3,2630,27.6,40.0423
979,w-3-28-4,w-3-28-4.jpg,w,3,2630,27.6,40.0423
980,w-3-29-1,w-3-29-1.jpg,w,3,2698,27.8,37.7832
981,w-3-29-2,w-3-29-2.jpg,w,3,2698,27.8,37.7832
982,w-3-29-3,w-3-29-3.jpg,w,3,2698,27.8,37.7832
983,w-3-29-4,w-3-29-4.jpg,w,3,2698,27.8,37.7832
984,w-3-30-1,w-3-30-1.jpg,w,3,2688,27.8,39.1674
985,w-3-30-2,w-3-30-2.jpg,w,3,2688,27.8,39.1674
986,w-3-30-3,w-3-30-3.jpg,w,3,2688,27.8,39.1674
987,w-3-30-4,w-3-30-4.jpg,w,3,2688,27.8,39.1674
988,w-3-31-1,w-3-31-1.jpg,w,3,2701,27.9,36.6424
989,w-3-31-2,w-3-31-2.jpg,w,3,2701,27.9,36.6424
990,w-3-31-3,w-3-31-3.jpg,w,3,2701,27.9,36.6424
991,w-3-31-4,w-3-31-4.jpg,w,3,2701,27.9,36.6424
992,w-3-32-1,w-3-32-1.jpg,w,3,2699,27.8,37.9236
993,w-3-32-2,w-3-32-2.jpg,w,3,2699,27.8,37.9236
994,w-3-32-3,w-3-32-3.jpg,w,3,2699,27.8,37.9236
995,w-3-32-4,w-3-32-4.jpg,w,3,2699,27.8,37.9236
996,w-3-33-1,w-3-33-1.jpg,w,3,2589,27.5,37.267
